-50.0 -50.0 0.00507827
-50.0 -48.9898989899 0.00507854
-50.0 -47.9797979798 0.00507874
-50.0 -46.9696969697 0.00507887
-50.0 -45.9595959596 0.00507893
-50.0 -44.9494949495 0.00507893
-50.0 -43.9393939394 0.00507886
-50.0 -42.9292929293 0.00507875
-50.0 -41.9191919192 0.00507859
-50.0 -40.9090909091 0.0050784
-50.0 -39.898989899 0.00507819
-50.0 -38.8888888889 0.00507795
-50.0 -37.8787878788 0.00507772
-50.0 -36.8686868687 0.00507748
-50.0 -35.8585858586 0.00507725
-50.0 -34.8484848485 0.00507704
-50.0 -33.8383838384 0.00507687
-50.0 -32.8282828283 0.00507673
-50.0 -31.8181818182 0.00507663
-50.0 -30.8080808081 0.00507658
-50.0 -29.797979798 0.00507658
-50.0 -28.7878787879 0.00507664
-50.0 -27.7777777778 0.00507676
-50.0 -26.7676767677 0.00507694
-50.0 -25.7575757576 0.00507718
-50.0 -24.7474747475 0.00507747
-50.0 -23.7373737374 0.00507782
-50.0 -22.7272727273 0.00507822
-50.0 -21.7171717172 0.00507866
-50.0 -20.7070707071 0.00507915
-50.0 -19.696969697 0.00507966
-50.0 -18.6868686869 0.0050802
-50.0 -17.6767676768 0.00508074
-50.0 -16.6666666667 0.00508129
-50.0 -15.6565656566 0.00508183
-50.0 -14.6464646465 0.00508235
-50.0 -13.6363636364 0.00508285
-50.0 -12.6262626263 0.0050833
-50.0 -11.6161616162 0.0050837
-50.0 -10.6060606061 0.00508404
-50.0 -9.59595959596 0.00508432
-50.0 -8.58585858586 0.00508452
-50.0 -7.57575757576 0.00508463
-50.0 -6.56565656566 0.00508465
-50.0 -5.55555555556 0.00508458
-50.0 -4.54545454545 0.00508441
-50.0 -3.53535353535 0.00508413
-50.0 -2.52525252525 0.00508376
-50.0 -1.51515151515 0.00508328
-50.0 -0.505050505051 0.00508271
-50.0 0.505050505051 0.00508204
-50.0 1.51515151515 0.00508128
-50.0 2.52525252525 0.00508044
-50.0 3.53535353535 0.00507952
-50.0 4.54545454545 0.00507853
-50.0 5.55555555556 0.00507749
-50.0 6.56565656566 0.00507639
-50.0 7.57575757576 0.00507527
-50.0 8.58585858586 0.00507411
-50.0 9.59595959596 0.00507295
-50.0 10.6060606061 0.00507179
-50.0 11.6161616162 0.00507063
-50.0 12.6262626263 0.00506951
-50.0 13.6363636364 0.00506842
-50.0 14.6464646465 0.00506738
-50.0 15.6565656566 0.00506641
-50.0 16.6666666667 0.0050655
-50.0 17.6767676768 0.00506468
-50.0 18.6868686869 0.00506394
-50.0 19.696969697 0.0050633
-50.0 20.7070707071 0.00506276
-50.0 21.7171717172 0.00506233
-50.0 22.7272727273 0.00506202
-50.0 23.7373737374 0.00506181
-50.0 24.7474747475 0.00506172
-50.0 25.7575757576 0.00506174
-50.0 26.7676767677 0.00506188
-50.0 27.7777777778 0.00506212
-50.0 28.7878787879 0.00506247
-50.0 29.797979798 0.00506291
-50.0 30.8080808081 0.00506345
-50.0 31.8181818182 0.00506407
-50.0 32.8282828283 0.00506476
-50.0 33.8383838384 0.00506552
-50.0 34.8484848485 0.00506634
-50.0 35.8585858586 0.00506719
-50.0 36.8686868687 0.00506808
-50.0 37.8787878788 0.005069
-50.0 38.8888888889 0.00506992
-50.0 39.898989899 0.00507084
-50.0 40.9090909091 0.00507175
-50.0 41.9191919192 0.00507264
-50.0 42.9292929293 0.00507349
-50.0 43.9393939394 0.0050743
-50.0 44.9494949495 0.00507507
-50.0 45.9595959596 0.00507577
-50.0 46.9696969697 0.00507642
-50.0 47.9797979798 0.00507699
-50.0 48.9898989899 0.00507749
-50.0 50.0 0.00507792

-48.9898989899 -50.0 0.00507918
-48.9898989899 -48.9898989899 0.00507949
-48.9898989899 -47.9797979798 0.00507972
-48.9898989899 -46.9696969697 0.00507988
-48.9898989899 -45.9595959596 0.00507995
-48.9898989899 -44.9494949495 0.00507996
-48.9898989899 -43.9393939394 0.00507991
-48.9898989899 -42.9292929293 0.0050798
-48.9898989899 -41.9191919192 0.00507964
-48.9898989899 -40.9090909091 0.00507944
-48.9898989899 -39.898989899 0.0050792
-48.9898989899 -38.8888888889 0.00507895
-48.9898989899 -37.8787878788 0.00507869
-48.9898989899 -36.8686868687 0.00507842
-48.9898989899 -35.8585858586 0.00507815
-48.9898989899 -34.8484848485 0.0050779
-48.9898989899 -33.8383838384 0.00507768
-48.9898989899 -32.8282828283 0.00507748
-48.9898989899 -31.8181818182 0.00507732
-48.9898989899 -30.8080808081 0.00507721
-48.9898989899 -29.797979798 0.00507715
-48.9898989899 -28.7878787879 0.00507713
-48.9898989899 -27.7777777778 0.00507717
-48.9898989899 -26.7676767677 0.00507727
-48.9898989899 -25.7575757576 0.00507742
-48.9898989899 -24.7474747475 0.00507763
-48.9898989899 -23.7373737374 0.00507789
-48.9898989899 -22.7272727273 0.00507819
-48.9898989899 -21.7171717172 0.00507854
-48.9898989899 -20.7070707071 0.00507892
-48.9898989899 -19.696969697 0.00507933
-48.9898989899 -18.6868686869 0.00507976
-48.9898989899 -17.6767676768 0.0050802
-48.9898989899 -16.6666666667 0.00508064
-48.9898989899 -15.6565656566 0.00508107
-48.9898989899 -14.6464646465 0.00508148
-48.9898989899 -13.6363636364 0.00508187
-48.9898989899 -12.6262626263 0.00508221
-48.9898989899 -11.6161616162 0.0050825
-48.9898989899 -10.6060606061 0.00508274
-48.9898989899 -9.59595959596 0.00508291
-48.9898989899 -8.58585858586 0.005083
-48.9898989899 -7.57575757576 0.00508302
-48.9898989899 -6.56565656566 0.00508294
-48.9898989899 -5.55555555556 0.00508277
-48.9898989899 -4.54545454545 0.00508251
-48.9898989899 -3.53535353535 0.00508216
-48.9898989899 -2.52525252525 0.0050817
-48.9898989899 -1.51515151515 0.00508115
-48.9898989899 -0.505050505051 0.00508051
-48.9898989899 0.505050505051 0.00507978
-48.9898989899 1.51515151515 0.00507897
-48.9898989899 2.52525252525 0.00507808
-48.9898989899 3.53535353535 0.00507712
-48.9898989899 4.54545454545 0.00507609
-48.9898989899 5.55555555556 0.00507502
-48.9898989899 6.56565656566 0.00507391
-48.9898989899 7.57575757576 0.00507278
-48.9898989899 8.58585858586 0.00507162
-48.9898989899 9.59595959596 0.00507047
-48.9898989899 10.6060606061 0.00506932
-48.9898989899 11.6161616162 0.00506819
-48.9898989899 12.6262626263 0.0050671
-48.9898989899 13.6363636364 0.00506605
-48.9898989899 14.6464646465 0.00506506
-48.9898989899 15.6565656566 0.00506414
-48.9898989899 16.6666666667 0.00506329
-48.9898989899 17.6767676768 0.00506253
-48.9898989899 18.6868686869 0.00506187
-48.9898989899 19.696969697 0.00506132
-48.9898989899 20.7070707071 0.00506087
-48.9898989899 21.7171717172 0.00506053
-48.9898989899 22.7272727273 0.00506031
-48.9898989899 23.7373737374 0.00506021
-48.9898989899 24.7474747475 0.00506022
-48.9898989899 25.7575757576 0.00506035
-48.9898989899 26.7676767677 0.0050606
-48.9898989899 27.7777777778 0.00506095
-48.9898989899 28.7878787879 0.00506141
-48.9898989899 29.797979798 0.00506197
-48.9898989899 30.8080808081 0.00506263
-48.9898989899 31.8181818182 0.00506336
-48.9898989899 32.8282828283 0.00506417
-48.9898989899 33.8383838384 0.00506504
-48.9898989899 34.8484848485 0.00506597
-48.9898989899 35.8585858586 0.00506694
-48.9898989899 36.8686868687 0.00506793
-48.9898989899 37.8787878788 0.00506895
-48.9898989899 38.8888888889 0.00506997
-48.9898989899 39.898989899 0.00507099
-48.9898989899 40.9090909091 0.00507199
-48.9898989899 41.9191919192 0.00507297
-48.9898989899 42.9292929293 0.00507391
-48.9898989899 43.9393939394 0.0050748
-48.9898989899 44.9494949495 0.00507564
-48.9898989899 45.9595959596 0.00507642
-48.9898989899 46.9696969697 0.00507712
-48.9898989899 47.9797979798 0.00507776
-48.9898989899 48.9898989899 0.00507831
-48.9898989899 50.0 0.00507879

-47.9797979798 -50.0 0.00507986
-47.9797979798 -48.9898989899 0.00508022
-47.9797979798 -47.9797979798 0.00508048
-47.9797979798 -46.9696969697 0.00508067
-47.9797979798 -45.9595959596 0.00508077
-47.9797979798 -44.9494949495 0.0050808
-47.9797979798 -43.9393939394 0.00508076
-47.9797979798 -42.9292929293 0.00508065
-47.9797979798 -41.9191919192 0.00508049
-47.9797979798 -40.9090909091 0.00508029
-47.9797979798 -39.898989899 0.00508005
-47.9797979798 -38.8888888889 0.00507978
-47.9797979798 -37.8787878788 0.00507949
-47.9797979798 -36.8686868687 0.00507919
-47.9797979798 -35.8585858586 0.0050789
-47.9797979798 -34.8484848485 0.00507861
-47.9797979798 -33.8383838384 0.00507834
-47.9797979798 -32.8282828283 0.0050781
-47.9797979798 -31.8181818182 0.00507788
-47.9797979798 -30.8080808081 0.00507771
-47.9797979798 -29.797979798 0.00507758
-47.9797979798 -28.7878787879 0.0050775
-47.9797979798 -27.7777777778 0.00507746
-47.9797979798 -26.7676767677 0.00507748
-47.9797979798 -25.7575757576 0.00507755
-47.9797979798 -24.7474747475 0.00507767
-47.9797979798 -23.7373737374 0.00507783
-47.9797979798 -22.7272727273 0.00507804
-47.9797979798 -21.7171717172 0.00507829
-47.9797979798 -20.7070707071 0.00507856
-47.9797979798 -19.696969697 0.00507887
-47.9797979798 -18.6868686869 0.00507919
-47.9797979798 -17.6767676768 0.00507952
-47.9797979798 -16.6666666667 0.00507985
-47.9797979798 -15.6565656566 0.00508017
-47.9797979798 -14.6464646465 0.00508046
-47.9797979798 -13.6363636364 0.00508073
-47.9797979798 -12.6262626263 0.00508096
-47.9797979798 -11.6161616162 0.00508114
-47.9797979798 -10.6060606061 0.00508127
-47.9797979798 -9.59595959596 0.00508132
-47.9797979798 -8.58585858586 0.00508131
-47.9797979798 -7.57575757576 0.00508121
-47.9797979798 -6.56565656566 0.00508104
-47.9797979798 -5.55555555556 0.00508077
-47.9797979798 -4.54545454545 0.00508042
-47.9797979798 -3.53535353535 0.00507997
-47.9797979798 -2.52525252525 0.00507943
-47.9797979798 -1.51515151515 0.0050788
-47.9797979798 -0.505050505051 0.00507809
-47.9797979798 0.505050505051 0.00507729
